id,name,stream_url,logo,genre,country,language,quality,type,is_active
america_tv_hd,"America TV HD",http://live-evg34.tv360.bitel.com.pe/bitel/america_tv_abr/playlist.m3u8?uid=,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png/512px-Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png,General,Peru,es,HD,tv,true
america_tv_hd,"America TV HD",http://live-evg33.tv360.bitel.com.pe/bitel/america_tv_abr/playlist.m3u8?uid=,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png/512px-Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png,General,Peru,es,HD,tv,true
america_tv_hd,"America TV HD",http://live-evg32.tv360.bitel.com.pe/bitel/america_tv_abr/playlist.m3u8?uid=,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png/512px-Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png,General,Peru,es,HD,tv,true
america_tv_hd,"America TV HD",http://live-evg31.tv360.bitel.com.pe/bitel/america_tv_abr/playlist.m3u8?uid=,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png/512px-Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png,General,Peru,es,HD,tv,true
america_tv_hd,"America TV HD",http://live-evg30.tv360.bitel.com.pe/bitel/america_tv_abr/playlist.m3u8?uid=,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png/512px-Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png,General,Peru,es,HD,tv,true
america_tv_hd,"America TV HD",http://live-evg29.tv360.bitel.com.pe/bitel/america_tv_abr/playlist.m3u8?uid=,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png/512px-Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png,General,Peru,es,HD,tv,true
america_tv_hd,"America TV HD",http://live-evg28.tv360.bitel.com.pe/bitel/america_tv_abr/playlist.m3u8?uid=,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png/512px-Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png,General,Peru,es,HD,tv,true
america_tv_hd,"America TV HD",http://live-evg27.tv360.bitel.com.pe/bitel/america_tv_abr/playlist.m3u8?uid=,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png/512px-Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png,General,Peru,es,HD,tv,true
america_tv_hd,"America TV HD",http://live-evg26.tv360.bitel.com.pe/bitel/america_tv_abr/playlist.m3u8?uid=,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png/512px-Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png,General,Peru,es,HD,tv,true
america_tv_hd,"America TV HD",http://live-evg25.tv360.bitel.com.pe/bitel/america_tv_abr/playlist.m3u8?uid=,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png/512px-Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png,General,Peru,es,HD,tv,true
america_tv_hd,"America TV HD",http://live-evg24.tv360.bitel.com.pe/bitel/america_tv_abr/playlist.m3u8?uid=,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png/512px-Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png,General,Peru,es,HD,tv,true
america_tv_hd,"America TV HD",http://live-evg23.tv360.bitel.com.pe/bitel/america_tv_abr/playlist.m3u8?uid=,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png/512px-Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png,General,Peru,es,HD,tv,true
america_tv_hd,"America TV HD",http://live-evg22.tv360.bitel.com.pe/bitel/america_tv_abr/playlist.m3u8?uid=,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png/512px-Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png,General,Peru,es,HD,tv,true
america_tv_hd,"America TV HD",http://live-evg21.tv360.bitel.com.pe/bitel/america_tv_abr/playlist.m3u8?uid=,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png/512px-Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png,General,Peru,es,HD,tv,true
america_tv_hd,"America TV HD",http://live-evg20.tv360.bitel.com.pe/bitel/america_tv_abr/playlist.m3u8?uid=,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png/512px-Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png,General,Peru,es,HD,tv,true
america_tv_hd,"America TV HD",http://live-evg19.tv360.bitel.com.pe/bitel/america_tv_abr/playlist.m3u8?uid=,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png/512px-Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png,General,Peru,es,HD,tv,true
america_tv_hd,"America TV HD",http://live-evg18.tv360.bitel.com.pe/bitel/america_tv_abr/playlist.m3u8?uid=,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png/512px-Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png,General,Peru,es,HD,tv,true
america_tv_hd,"America TV HD",http://live-evg17.tv360.bitel.com.pe/bitel/america_tv_abr/playlist.m3u8?uid=,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png/512px-Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png,General,Peru,es,HD,tv,true
america_tv_hd,"America TV HD",http://live-evg16.tv360.bitel.com.pe/bitel/america_tv_abr/playlist.m3u8?uid=,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png/512px-Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png,General,Peru,es,HD,tv,true
america_tv_hd,"America TV HD",http://live-evg15.tv360.bitel.com.pe/bitel/america_tv_abr/playlist.m3u8?uid=,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png/512px-Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png,General,Peru,es,HD,tv,true
america_tv_hd,"America TV HD",http://live-evg14.tv360.bitel.com.pe/bitel/america_tv_abr/playlist.m3u8?uid=,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png/512px-Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png,General,Peru,es,HD,tv,true
america_tv_hd,"America TV HD",http://live-evg13.tv360.bitel.com.pe/bitel/america_tv_abr/playlist.m3u8?uid=,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png/512px-Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png,General,Peru,es,HD,tv,true
america_tv_hd,"America TV HD",http://live-evg12.tv360.bitel.com.pe/bitel/america_tv_abr/playlist.m3u8?uid=,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png/512px-Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png,General,Peru,es,HD,tv,true
america_tv_hd,"America TV HD",http://live-evg11.tv360.bitel.com.pe/bitel/america_tv_abr/playlist.m3u8?uid=,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png/512px-Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png,General,Peru,es,HD,tv,true
america_tv_hd,"America TV HD",http://live-evg10.tv360.bitel.com.pe/bitel/america_tv_abr/playlist.m3u8?uid=,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png/512px-Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png,General,Peru,es,HD,tv,true
america_tv_hd,"America TV HD",http://live-evg9.tv360.bitel.com.pe/bitel/america_tv_abr/playlist.m3u8?uid=,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png/512px-Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png,General,Peru,es,HD,tv,true
america_tv_hd,"America TV HD",http://live-evg8.tv360.bitel.com.pe/bitel/america_tv_abr/playlist.m3u8?uid=,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png/512px-Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png,General,Peru,es,HD,tv,true
america_tv_hd,"America TV HD",http://live-evg7.tv360.bitel.com.pe/bitel/america_tv_abr/playlist.m3u8?uid=,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png/512px-Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png,General,Peru,es,HD,tv,true
america_tv_hd,"America TV HD",http://live-evg6.tv360.bitel.com.pe/bitel/america_tv_abr/playlist.m3u8?uid=,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png/512px-Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png,General,Peru,es,HD,tv,true
america_tv_hd,"America TV HD",http://live-evg5.tv360.bitel.com.pe/bitel/america_tv_abr/playlist.m3u8?uid=,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png/512px-Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png,General,Peru,es,HD,tv,true
america_tv_hd,"America TV HD",http://live-evg4.tv360.bitel.com.pe/bitel/america_tv_abr/playlist.m3u8?uid=,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png/512px-Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png,General,Peru,es,HD,tv,true
america_tv_hd,"America TV HD",http://live-evg3.tv360.bitel.com.pe/bitel/america_tv_abr/playlist.m3u8?uid=,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png/512px-Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png,General,Peru,es,HD,tv,true
america_tv_hd,"America TV HD",http://live-evg2.tv360.bitel.com.pe/bitel/america_tv_abr/playlist.m3u8?uid=,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png/512px-Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png,General,Peru,es,HD,tv,true
america_tv_hd,"America TV HD",http://live-evg1.tv360.bitel.com.pe/bitel/america_tv_abr/playlist.m3u8?uid=,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png/512px-Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png,General,Peru,es,HD,tv,true
america_tv_hd,"America TV HD",http://live-evg35.tv360.bitel.com.pe/bitel/america_tv_abr/playlist.m3u8?uid=,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png/512px-Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png,General,Peru,es,HD,tv,true
america_tv_hd,"America TV HD",http://live-evg36.tv360.bitel.com.pe/bitel/america_tv_abr/playlist.m3u8?uid=,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png/512px-Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png,General,Peru,es,HD,tv,true
america_tv_hd,"America TV HD",http://live-evg37.tv360.bitel.com.pe/bitel/america_tv_abr/playlist.m3u8?uid=,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png/512px-Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png,General,Peru,es,HD,tv,true
tv_garage_tv_argentina,Garage TV Argentina,http://stream1.sersat.com/hls/garagetv.m3u8,https://pbs.twimg.com/profile_images/1169992187314167808/TeabGtEB_200x200.jpg,General,Argentina,es,Auto,tv,true
tv_cgtn,CGTN,http://espanol-livews.cgtn.com/hls/LSveOGBaBw41Ea7ukkVAUdKQ220802LSTexu6xAuFH8VZNBLE1ZNEa220802cd/playlist.m3u8,,General,Argentina,es,Auto,tv,true
tv_red_bull_tv_en,Red Bull TV EN,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master.m3u8,,General,Internacional,es,Auto,tv,true
tv_tv_per_noticias,TV Perú Noticias,http://cdnhd.iblups.com/hls/902c1a0395264f269f1160efa00660e47.m3u8,,General,Perú,es,HD,tv,true
tv_akc_tv_dogs_en,AKC TV Dogs EN,http://install.akctvcontrol.com/speed/broadcast/138/desktop-playlist.m3u8,,General,Internacional,es,Auto,tv,true
tv_tv_per,TV Perú,http://cdnhd.iblups.com/hls/777b4d4cc0984575a7d14f6ee57dbcaf7.m3u8,,General,Perú,es,HD,tv,true
tv_tastemade,Tastemade,http://cdn-uw2-prod.tsv2.amagi.tv/linear/amg00047-tastemade-tastemadees16international24i-ono/playlist.m3u8,,General,Internacional,es,Auto,tv,true
tv_tastemade_en,Tastemade EN,http://cdn-uw2-prod.tsv2.amagi.tv/linear/amg00047-tastemade-tastemadeinternationalenglish24i-ono/playlist.m3u8,,General,Internacional,es,Auto,tv,true
tv_vm_latino_costa_rica,VM Latino Costa Rica,http://59ef525c24caa.streamlock.net/vmtv/vmlatino/playlist.m3u8,,General,Colombia,es,Auto,tv,true
tv_cgtn_documentary_en,CGTN Documentary EN,http://english-livebkali.cgtn.com/live/doccgtn.m3u8,,General,Argentina,es,Auto,tv,true
tv_cgtn_news_en,CGTN News EN,http://english-livebkali.cgtn.com/live/encgtn.m3u8,,General,Argentina,es,Auto,tv,true
tv_channel_newsasia_en,Channel NewsAsia EN,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index.m3u8,,General,Internacional,es,Auto,tv,true
tv_djate_de_historias_tv,Déjate de Historias TV,http://limited44.todostreaming.es/live/dejatedeh-livestream.m3u8,,General,Internacional,es,Auto,tv,true
tv_latina_per,Latina Perú,http://redirector.rudo.video/hls-video/567ffde3fa319fadf3419efda25619456231dfea/latina/latina.smil/playlist.m3u8,,General,Perú,es,Auto,tv,true
tv_exitosa_noticias_per,Exitosa Noticias Perú,http://luna-1-video.mediaserver.digital/exitosatv_233b-4b49-a726-5a451262/index.fmp4.m3u8,,General,Perú,es,Auto,tv,true
tv_ims_tv,Imás TV,http://secure3.todostreaming.es/live/imastv-livestream.m3u8,,General,Internacional,es,Auto,tv,true
